,funnel_id,name,date,datetime,steps,analysis,_airbyte_raw_id,_airbyte_extracted_at,_airbyte_meta
10,36152117,test,2023-01-06,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25Z8B8SPPTHD0PYSN30,2024-06-22 13:00:19.469,{}
11,36152117,test,2023-01-07,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZB1G0J9VJ7AYKQH48,2024-06-22 13:00:19.471,{}
12,36152117,test,2023-01-08,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZKMZ2KHJ2QGNXGEZD,2024-06-22 13:00:19.473,{}
13,36152117,test,2023-01-09,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZVC5EDXKCXSM4T14V,2024-06-22 13:00:19.475,{}
14,36152117,test,2023-01-10,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZTJ0TT2HPCYDGJCEQ,2024-06-22 13:00:19.477,{}
15,36152117,test,2023-01-11,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZJ4N8DPCYWV6A8N82,2024-06-22 13:00:19.478,{}
16,36152117,test,2023-01-12,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZH61Z5T7X21DA0ZWC,2024-06-22 13:00:19.480,{}
17,36152117,test,2023-01-13,,"[{""count"":1,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0.0,""step_conv_ratio"":0.0}]","{""completion"":0,""starting_amount"":1,""steps"":2,""worst"":1}",01J100H25ZY4GM7XS5GTYS1YNG,2024-06-22 13:00:19.482,{}
18,36152117,test,2023-01-14,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZNQXBR3372DNBH2V1,2024-06-22 13:00:19.484,{}
19,36152117,test,2023-04-15,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25ZAED5S3XBPZ8A9WKW,2024-06-22 13:00:19.486,{}
20,36152117,test,2023-04-16,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H25Z09AJHKXFWJ6NN4MB,2024-06-22 13:00:19.488,{}
21,36152117,test,2023-04-17,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H260KTWQW04F7B569HA4,2024-06-22 13:00:19.490,{}
22,36152117,test,2023-04-18,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H260PW55TN8AWN7EHVTE,2024-06-22 13:00:19.491,{}
23,36152117,test,2023-04-19,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H260VT2K61N5C84JWTFG,2024-06-22 13:00:19.493,{}
24,36152117,test,2023-04-20,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27A7AFNCHXN6RK6K4KP,2024-06-22 13:00:19.495,{}
25,36152117,test,2023-04-21,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BX0604990EEW7YWGP,2024-06-22 13:00:19.497,{}
26,36152117,test,2023-04-22,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BPC5VP8BGED7ZN9GQ,2024-06-22 13:00:19.499,{}
27,36152117,test,2023-04-23,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BTXSGRD06T2P195WC,2024-06-22 13:00:19.501,{}
28,36152117,test,2023-04-24,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BVFBKVYD2ATM2A0DS,2024-06-22 13:00:19.503,{}
29,36152117,test,2023-04-25,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BG6TS959JVWAW7MPP,2024-06-22 13:00:19.504,{}
30,36152117,test,2023-04-26,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BVDW6XVGHNSV473MH,2024-06-22 13:00:19.506,{}
31,36152117,test,2023-04-27,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27B8QB74G8SY053J76S,2024-06-22 13:00:19.508,{}
32,36152117,test,2023-04-28,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BZQNKT9Y6TMMVN5Y9,2024-06-22 13:00:19.510,{}
33,36152117,test,2023-04-29,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27B413Q4Y527W5QZP2Z,2024-06-22 13:00:19.512,{}
34,36152117,test,2023-04-30,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BYW3D8K3MW64B2MB3,2024-06-22 13:00:19.514,{}
35,36152117,test,2023-05-01,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BC6J35WAXJ4Z08TV1,2024-06-22 13:00:19.516,{}
36,36152117,test,2023-05-02,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BNK8P3ZBFDKCEWKRJ,2024-06-22 13:00:19.518,{}
37,36152117,test,2023-05-03,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BZ220DESSWFJ1032G,2024-06-22 13:00:19.519,{}
38,36152117,test,2023-05-04,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BY98PRVT5F20TJZ18,2024-06-22 13:00:19.521,{}
39,36152117,test,2023-05-05,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27B4NGHEVWGVEYAGZPG,2024-06-22 13:00:19.523,{}
40,36152117,test,2023-05-06,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BFA99RCZ40WPR28W6,2024-06-22 13:00:19.525,{}
41,36152117,test,2023-05-07,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BRR986WCZM01NFH0R,2024-06-22 13:00:19.527,{}
42,36152117,test,2023-05-08,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27BV4TGCYMH0PHD302A,2024-06-22 13:00:19.529,{}
43,36152117,test,2023-05-09,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27C2M21C3EHNTJ0DW6P,2024-06-22 13:00:19.531,{}
44,36152117,test,2023-05-10,,"[{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""Purchase"",""goal"":""Purchase"",""step_label"":""Purchase"",""overall_conv_ratio"":1,""step_conv_ratio"":1},{""count"":0,""avg_time"":null,""avg_time_from_start"":null,""event"":""$custom_event:1305068"",""goal"":""$custom_event:1305068"",""step_label"":""111"",""custom_event"":true,""custom_event_id"":1305068,""overall_conv_ratio"":0,""step_conv_ratio"":0}]","{""completion"":0,""starting_amount"":0,""steps"":2,""worst"":1}",01J100H27CAAPW305FAK70Y0SC,2024-06-22 13:00:19.533,{}
